id,sale_id,product_id,quantity,unit_price,discount_amount,line_total,created_at,updated_at
27,10,5,16,100.68,161.09,1449.79,2025-12-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
28,10,36,23,246.77,567.57,5108.14,2025-12-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
29,11,69,4,13.22,0.00,52.88,2025-12-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
30,12,11,3,46.71,0.00,140.13,2025-12-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
31,13,1,2,240.52,0.00,481.04,2026-09-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
32,14,30,3,82.89,0.00,248.67,2025-10-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
33,14,75,3,10.06,0.00,30.18,2025-10-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
34,14,1,3,240.52,0.00,721.56,2025-10-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
35,15,30,9,82.89,74.60,671.41,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
36,15,87,26,12.26,31.88,286.88,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
37,15,16,9,145.60,131.04,1179.36,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
38,15,2,9,37.93,34.14,307.23,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
39,15,1,17,240.52,408.88,3679.96,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
40,15,21,23,32.08,73.78,664.06,2026-06-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
41,16,14,5,22.92,5.73,108.87,2026-06-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
42,16,8,6,178.97,53.69,1020.13,2026-06-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
43,16,16,2,145.60,14.56,276.64,2026-06-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
44,16,6,3,200.80,30.12,572.28,2026-06-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
45,16,128,6,37.04,11.11,211.13,2026-06-22 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
46,17,1,2,240.52,0.00,481.04,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
47,18,18,22,209.61,230.57,4380.85,2026-08-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
48,18,45,27,12.77,17.24,327.55,2026-08-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
49,18,43,8,410.04,164.02,3116.30,2026-08-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
50,19,4,5,83.82,41.91,377.19,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
51,19,57,6,58.32,34.99,314.93,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
52,19,127,5,7.18,3.59,32.31,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
53,19,79,1,103.86,10.39,93.47,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
54,19,97,5,22.29,11.15,100.30,2026-09-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
55,20,9,2,73.97,0.00,147.94,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
56,21,8,1,178.97,0.00,178.97,2026-07-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
57,21,44,3,99.67,0.00,299.01,2026-07-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
58,22,131,1,89.82,0.00,89.82,2026-04-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
59,22,21,4,32.08,0.00,128.32,2026-04-09 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
60,23,6,5,200.80,50.20,953.80,2026-07-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
61,23,1,8,240.52,96.21,1827.95,2026-07-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
62,23,8,18,178.97,161.07,3060.39,2026-07-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
63,23,52,20,56.44,56.44,1072.36,2026-07-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
64,23,11,11,46.71,25.69,488.12,2026-07-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
65,24,2,30,37.93,56.90,1081.00,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
66,24,40,27,30.63,41.35,785.66,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
67,24,4,55,83.82,230.51,4379.59,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
68,24,11,65,46.71,151.81,2884.34,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
69,24,6,10,200.80,100.40,1907.60,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
70,24,13,55,390.04,1072.61,20379.59,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
71,24,3,35,72.17,126.30,2399.65,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
72,24,76,24,35.56,42.67,810.77,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
73,24,1,34,240.52,408.88,7768.80,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
74,24,84,46,10.01,23.02,437.44,2026-01-30 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
75,25,73,3,19.20,0.00,57.60,2026-04-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
76,25,50,4,25.22,0.00,100.88,2026-04-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
77,26,2,3,37.93,0.00,113.79,2026-07-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
78,27,13,4,390.04,0.00,1560.16,2025-12-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
79,27,6,2,200.80,0.00,401.60,2025-12-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
80,27,17,2,28.18,0.00,56.36,2025-12-21 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
81,28,79,1,103.86,0.00,103.86,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
82,28,3,2,72.17,0.00,144.34,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
83,28,49,2,40.05,0.00,80.10,2025-11-01 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
84,29,1,4,240.52,96.21,865.87,2025-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
85,29,145,1,75.31,7.53,67.78,2025-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
86,29,116,5,160.06,80.03,720.27,2025-07-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
87,30,8,54,178.97,483.22,9181.16,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
88,30,17,63,28.18,88.77,1686.57,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
89,30,21,41,32.08,65.76,1249.52,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
90,30,38,50,214.26,535.65,10177.35,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
91,30,6,16,200.80,160.64,3052.16,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
92,30,5,33,100.68,166.12,3156.32,2026-02-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
93,31,109,14,15.29,10.70,203.36,2026-06-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
94,31,1,8,240.52,96.21,1827.95,2026-06-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
95,31,3,8,72.17,28.87,548.49,2026-06-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
96,31,126,26,43.86,57.02,1083.34,2026-06-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
97,31,9,5,73.97,18.49,351.36,2026-06-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
98,32,30,2,82.89,0.00,165.78,2026-04-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
99,32,32,3,14.97,0.00,44.91,2026-04-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
100,33,1,2,240.52,0.00,481.04,2025-12-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
101,33,135,2,139.31,0.00,278.62,2025-12-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
102,33,99,4,14.97,0.00,59.88,2025-12-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
103,34,62,2,23.50,0.00,47.00,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
104,34,23,2,62.82,0.00,125.64,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
105,34,2,4,37.93,0.00,151.72,2026-09-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
106,35,14,4,22.92,0.00,91.68,2026-08-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
107,35,51,1,17.66,0.00,17.66,2026-08-12 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
108,36,1,78,240.52,1876.06,16884.50,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
109,36,27,75,29.09,218.18,1963.57,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
110,36,71,19,21.27,40.41,363.72,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
111,36,46,31,226.60,702.46,6322.14,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
112,36,57,66,58.32,384.91,3464.21,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
113,36,11,75,46.71,350.33,3152.92,2026-03-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
114,37,27,1,29.09,1.45,27.64,2026-05-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
115,38,5,1,100.68,0.00,100.68,2026-06-07 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
116,39,5,2,100.68,0.00,201.36,2025-11-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
117,40,36,3,246.77,0.00,740.31,2026-04-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
118,41,77,32,47.01,225.65,1278.67,2026-06-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
119,41,80,42,24.56,154.73,876.79,2026-06-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
120,41,3,12,72.17,129.91,736.13,2026-06-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
121,41,134,78,8.70,101.79,576.81,2026-06-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
122,42,10,2,26.82,0.00,53.64,2026-07-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
123,42,39,4,58.90,0.00,235.60,2026-07-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
124,42,94,2,31.07,0.00,62.14,2026-07-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
125,43,53,7,71.59,50.11,451.02,2026-02-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
126,43,9,20,73.97,147.94,1331.46,2026-02-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
127,43,106,10,238.62,238.62,2147.58,2026-02-24 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
128,44,5,17,100.68,171.16,1540.40,2026-05-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
129,44,6,26,200.80,522.08,4698.72,2026-05-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
130,44,99,24,14.97,35.93,323.35,2026-05-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
131,45,53,17,71.59,0.00,1217.03,2025-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
132,45,2,5,37.93,0.00,189.65,2025-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
133,45,59,8,37.08,0.00,296.64,2025-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
134,45,1,5,240.52,0.00,1202.60,2025-09-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
135,46,121,1,83.76,0.00,83.76,2026-01-29 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
136,47,1,10,240.52,240.52,2164.68,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
137,47,2,14,37.93,53.10,477.92,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
138,47,62,15,23.50,35.25,317.25,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
139,47,102,20,6.94,13.88,124.92,2026-03-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
140,48,24,4,66.05,13.21,250.99,2026-02-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
141,48,1,2,240.52,24.05,456.99,2026-02-14 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
142,49,6,27,200.80,542.16,4879.44,2026-07-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
143,49,114,8,26.16,20.93,188.35,2026-07-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
144,49,45,20,12.77,25.54,229.86,2026-07-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
145,50,9,2,73.97,7.40,140.54,2026-04-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
146,50,115,2,52.15,5.21,99.09,2026-04-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
147,50,1,4,240.52,48.10,913.98,2026-04-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
148,51,78,26,12.23,31.80,286.18,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
149,51,8,16,178.97,286.35,2577.17,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
150,51,1,13,240.52,312.68,2814.08,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
151,51,111,30,159.91,479.73,4317.57,2025-12-15 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
152,52,52,59,56.44,333.00,2996.96,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
153,52,68,55,379.41,2086.76,18780.79,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
154,52,17,50,28.18,140.90,1268.10,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
155,52,1,73,240.52,1755.80,15802.16,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
156,52,28,64,69.53,444.99,4004.93,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
157,52,131,71,89.82,637.72,5739.50,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
158,52,5,62,100.68,624.22,5617.94,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
159,52,147,52,50.40,262.08,2358.72,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
160,52,3,27,72.17,194.86,1753.73,2025-08-10 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
161,53,23,18,62.82,113.08,1017.68,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
162,53,79,21,103.86,218.11,1962.95,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
163,53,10,23,26.82,61.69,555.17,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
164,53,29,29,78.65,228.09,2052.76,2026-06-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
165,54,88,3,63.91,0.00,191.73,2025-11-27 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
166,55,87,9,12.26,5.52,104.82,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
167,55,93,22,20.67,22.74,432.00,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
168,55,78,18,12.23,11.01,209.13,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
169,55,6,12,200.80,120.48,2289.12,2025-09-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
170,56,54,71,15.26,108.35,975.11,2026-03-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
171,56,47,30,11.60,34.80,313.20,2026-03-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
172,56,13,13,390.04,507.05,4563.47,2026-03-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
173,56,1,28,240.52,673.46,6061.10,2026-03-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
174,56,29,56,78.65,440.44,3963.96,2026-03-20 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
175,57,2,3,37.93,0.00,113.79,2026-03-19 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
176,58,98,68,74.76,254.18,4829.50,2025-06-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
177,58,1,80,240.52,962.08,18279.52,2025-06-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
178,58,60,43,23.84,51.26,973.86,2025-06-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
179,58,19,74,53.51,197.99,3761.75,2025-06-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
180,58,82,49,7.77,19.04,361.69,2025-06-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
181,59,127,1,7.18,0.00,7.18,2025-11-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
182,59,58,2,32.89,0.00,65.78,2025-11-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
183,59,11,4,46.71,0.00,186.84,2025-11-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
184,60,2,1,37.93,3.79,34.14,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
185,60,74,3,107.70,32.31,290.79,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
186,60,38,5,214.26,107.13,964.17,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
187,60,3,3,72.17,21.65,194.86,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
188,60,1,1,240.52,24.05,216.47,2026-08-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
189,61,3,6,72.17,21.65,411.37,2026-01-26 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
190,62,7,1,50.71,2.54,48.17,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
191,62,124,3,27.57,4.14,78.57,2026-08-31 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
192,63,8,71,178.97,1906.03,10800.84,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
193,63,2,14,37.93,79.65,451.37,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
194,63,43,47,410.04,2890.78,16381.10,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
195,63,7,30,50.71,228.19,1293.11,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
196,63,104,29,21.60,93.96,532.44,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
197,63,19,69,53.51,553.83,3138.36,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
198,63,65,20,33.01,99.03,561.17,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
199,63,1,21,240.52,757.64,4293.28,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
200,63,72,39,25.18,147.30,834.72,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
201,64,22,2,8.25,0.00,16.50,2026-08-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
202,64,64,3,43.54,0.00,130.62,2026-08-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
203,64,14,3,22.92,0.00,68.76,2026-08-05 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
204,65,3,2,72.17,0.00,144.34,2025-11-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
205,65,33,4,110.40,0.00,441.60,2025-11-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
206,65,1,1,240.52,0.00,240.52,2025-11-06 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
207,66,15,2,67.41,0.00,134.82,2026-06-03 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
208,67,65,3,33.01,0.00,99.03,2026-07-13 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
209,68,11,74,46.71,345.65,3110.89,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
210,68,90,67,55.49,371.78,3346.05,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
211,68,112,43,6.59,28.34,255.03,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
212,68,2,15,37.93,56.90,512.05,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
213,68,9,17,73.97,125.75,1131.74,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
214,68,86,41,18.45,75.65,680.80,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
215,68,128,11,37.04,40.74,366.70,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
216,68,44,29,99.67,289.04,2601.39,2026-08-02 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
217,69,10,69,26.82,92.53,1758.05,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
218,69,15,23,67.41,77.52,1472.91,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
219,69,1,20,240.52,240.52,4569.88,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
220,69,16,33,145.60,240.24,4564.56,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
221,69,37,23,4.83,5.55,105.54,2026-04-23 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
222,70,8,2,178.97,17.90,340.04,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
223,70,32,4,14.97,2.99,56.89,2026-01-16 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
224,71,1,64,240.52,2308.99,13084.29,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
225,71,31,44,140.91,930.01,5270.03,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
226,71,10,42,26.82,168.97,957.47,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
227,71,120,32,96.94,465.31,2636.77,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
228,71,9,20,73.97,221.91,1257.49,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
229,71,13,28,390.04,1638.17,9282.95,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
230,71,16,18,145.60,393.12,2227.68,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
231,71,93,45,20.67,139.52,790.63,2025-09-18 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
232,72,1,4,240.52,0.00,962.08,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
233,72,104,3,21.60,0.00,64.80,2026-08-11 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
234,73,134,4,8.70,0.00,34.80,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
235,73,13,1,390.04,0.00,390.04,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
236,73,110,2,18.31,0.00,36.62,2026-07-28 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
237,74,55,4,12.74,0.00,50.96,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
238,74,7,2,50.71,0.00,101.42,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
239,74,2,4,37.93,0.00,151.72,2026-05-17 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
240,75,14,4,22.92,4.58,87.10,2026-08-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
241,75,82,1,7.77,0.39,7.38,2026-08-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
242,75,2,1,37.93,1.90,36.03,2026-08-08 00:00:00+00:00,2026-09-24 15:51:32.431066+00:00
